COMM_NAME,COMM_CODE,COMM_WT,Index:2012-13,Index:2013-14,Index:2014-15,Index:2015-16,Index:2016-17,Index:2017-18,Index:2018-19,Index:2019-20,Index:2020-21,Index:2021-22,Index:2022-23
Precision machinery equipment/Form tools,1318100004,0.11948,103.25,104.5,106.5,96.15,88.15,88.15,91.25,95.0,98.80000000000001,107.2,110.0
"k. Manufacture of machinery for mining, quarrying and construction",1318110000,0.37079,101.55,91.55000000000001,90.1,86.0,77.65,75.0,75.6,75.25,76.55000000000001,80.7,84.9
Excavator,1318110001,0.06463,113.2,115.2,117.1,116.4,114.7,108.55,107.75,108.9,114.45,122.55000000000001,124.8
Dumper,1318110002,0.06785,103.35,104.35,107.25,109.94999999999999,99.5,91.80000000000001,94.9,90.65,88.75,90.69999999999999,94.6
Road roller,1318110003,0.00995,101.0,104.55,106.25,107.05,108.1,113.35,116.6,116.15,120.80000000000001,122.95,123.0
Loader,1318110004,0.00379,107.2,119.6,124.75,130.75,135.35000000000002,136.2,139.55,140.65,141.0,140.95,140.9
"Mining, quarrying & metallurgical machinery/parts",1318110005,0.02454,108.15,102.5,99.35,100.65,100.0,101.05,102.7,104.0,106.69999999999999,111.25,115.2
Mixing machine,1318110006,0.00216,104.19999999999999,104.9,106.55,106.3,105.15,107.6,109.35,109.65,110.55,115.15,118.0
Concrete vibrator & mixture,1318110007,0.01692,101.94999999999999,102.7,103.2,103.94999999999999,103.9,103.35,102.9,103.65,106.0,112.9,118.4
Earth moving machinery,1318110008,0.18095,95.65,74.4,69.75,60.2,47.5,46.7,46.6,46.900000000000006,47.45,50.8,56.1
"l. Manufacture of machinery for food, beverage and tobacco processing",1318120000,0.22793,102.75,110.69999999999999,117.1,117.80000000000001,119.05000000000001,122.44999999999999,124.55000000000001,126.30000000000001,129.05,129.64999999999998,127.7
Rice mill machinery,1318120001,0.03071,107.8,107.05,106.80000000000001,113.5,119.45,124.69999999999999,125.35,122.25,125.25,129.35000000000002,129.3
Pressure vessel and tank for fermentation & other food processing,1318120002,0.05469,101.4,94.35,93.19999999999999,99.45,108.4,116.9,129.75,141.15,140.35,128.3,120.9
Machinery used in the milling industry,1318120003,0.02217,100.4,100.69999999999999,101.35,98.3,90.5,88.85,86.94999999999999,85.0,87.0,88.05000000000001,88.8
Separator,1318120004,0.00246,110.95,121.30000000000001,123.85,118.55000000000001,114.30000000000001,109.0,106.3,105.45,107.80000000000001,114.55000000000001,119.0
Sugar Machinery,1318120005,0.1179,102.35,120.85,133.75,131.10000000000002,129.35,131.1,129.35,128.7,133.1,138.55,137.9
"m. Manufacture of machinery for textile, apparel and leather production",1318130000,0.19214,104.0,108.35,112.05,112.5,116.35,118.75,119.85,120.30000000000001,123.0,127.19999999999999,130.0
Open end spinning machinery,1318130001,0.13728,103.9,109.94999999999999,112.4,112.9,118.5,121.55,121.75,121.5,123.35,126.4,129.6
Sewing Machines,1318130002,0.01112,107.25,109.6,108.85,106.75,108.4,110.35,114.45,120.3,128.6,140.55,147.9
Roller mill (Raymond),1318130003,0.0019,100.19999999999999,100.95,102.4,111.65,126.6,135.2,143.0,143.45,143.8,154.05,156.2
Printing machinery,1318130004,0.04184,103.6,103.15,112.1,112.8,110.85,111.05,114.1,115.15,119.35,125.05,125.3
n. Manufacture of other special-purpose machinery,1318140000,0.46834,104.5,107.55,109.95,113.9,117.05,121.2,124.9,126.85,131.05,136.8,140.6
Machinery for plastic products - extruded,1318140001,0.08373,98.85,102.0,100.35,99.69999999999999,98.05000000000001,99.55000000000001,100.95,101.05000000000001,103.8,110.4,114.3
Moulding Machine,1318140002,0.09108,109.6,113.25,120.35,127.94999999999999,136.14999999999998,142.14999999999998,149.25,150.2,152.9,159.64999999999998,165.4
Chemical equipment & system,1318140003,0.00731,103.5,105.05000000000001,123.2,136.85,139.5,140.64999999999998,143.10000000000002,142.3,145.05,138.6,130.0
Pharmaceutical Machinery,1318140004,0.19273,106.9,108.25,108.1,112.75,116.3,121.05,125.9,130.15,136.3,142.0,145.5
Packing machine,1318140005,0.01276,98.25,105.2,106.80000000000001,112.1,110.55,108.5,107.3,109.0,107.1,108.9,114.0
Evaporator,1318140006,0.08073,99.85,105.8,111.7,113.6,116.15,120.45,120.75,120.75,124.6,130.35,133.4
o. Manufacture of renewable electricity generating equipment,1318150000,0.04559,83.35,77.85,78.19999999999999,75.95,72.55000000000001,69.05000000000001,66.85,65.45,65.80000000000001,67.55,69.2
Solar power system (solar panel & attachable equipment),1318150001,0.02582,71.55,61.65,59.5,58.05,54.55,48.45,44.8,42.7,43.25,46.2,48.2
Windmill turbines (2500KW),1318150002,0.01977,98.85,99.0,102.6,99.4,96.05,96.0,95.6,95.2,95.2,95.6,96.7
"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",1319000000,4.96853,105.1,108.25,110.35,110.6,110.5,111.45,113.3,115.7,119.44999999999999,124.9,127.6
a. Manufacture of motor vehicles,1319010000,2.60026,106.95,111.9,114.0,113.5,113.25,112.75,113.85,116.7,120.5,124.19999999999999,126.0
"Light, medium & heavy commercial vehicles",1319010001,0.69584,109.95,113.35,114.05,113.5,114.15,113.95,114.1,114.2,115.15,116.44999999999999,117.0
Minibus/bus,1319010002,0.79295,107.35,108.35,110.25,111.5,112.8,115.5,117.4,123.3,130.05,137.89999999999998,141.8
Passenger vehicles,1319010003,0.86336,103.85,115.1,120.19999999999999,118.3,115.30000000000001,110.69999999999999,111.15,112.75,115.5,116.15,116.9
Chassis of different vehicle types,1319010004,0.15893,108.1,109.15,102.75,103.55000000000001,106.6,109.0,112.7,118.19999999999999,125.64999999999999,132.05,134.8
Body (for commercial motor vehicles),1319010005,0.08918,107.35,107.3,107.0,102.9,101.1,104.75,108.8,111.1,117.0,127.45,129.6
b. Manufacture of parts and accessories for motor vehicles,1319020000,2.36827,103.15,104.19999999999999,106.35,107.4,107.5,110.05,112.7,114.6,118.35,125.6,129.3
Engine,1319020001,0.83798,104.80000000000001,106.1,107.55000000000001,107.1,105.1,106.25,110.05000000000001,115.0,118.4,123.80000000000001,126.6
Wheels/Wheels & parts,1319020002,0.14275,100.05,98.0,99.3,95.9,95.35,99.35,104.7,103.85,107.65,123.0,128.8
Shock absorbers,1319020003,0.10028,101.0,100.80000000000001,101.4,100.5,101.45,102.30000000000001,103.65,101.65,100.6,106.4,109.1
Shafts of all kinds,1319020004,0.07112,105.45,107.1,107.25,109.5,113.0,114.55,118.05000000000001,120.65,124.15,127.8,131.0
Axles of motor vehicles,1319020005,0.12553,105.7,108.0,107.55,108.15,109.55000000000001,112.1,113.95,115.95,120.95,132.2,142.1
Radiators & coolers,1319020006,0.06161,104.4,111.65,114.95,112.45,110.2,108.15,113.25,119.44999999999999,127.0,138.4,145.5
Piston ring/Piston and Compressor,1319020007,0.05103,107.8,113.30000000000001,118.4,124.69999999999999,127.7,133.05,133.7,131.5,133.8,140.45,145.3
Crankshaft,1319020008,0.02807,94.3,93.5,98.94999999999999,97.19999999999999,98.2,101.2,98.80000000000001,98.9,101.0,109.3,113.7
Silencer and Damper,1319020009,0.07898,96.1,92.94999999999999,93.9,101.25,102.4,104.55000000000001,106.9,111.44999999999999,119.35,124.0,125.6
"Brake pad/brake liner/brake block/Brake rubber, others",1319020010,0.10145,96.8,98.19999999999999,101.95,109.5,107.69999999999999,110.75,117.25,119.7,121.85,132.5,138.4
Head lamp,1319020011,0.03681,100.35,103.44999999999999,109.65,119.30000000000001,123.35,128.65,131.7,129.85000000000002,133.95,145.45,150.8
Gear box and parts,1319020012,0.31546,100.7,97.4,97.55,99.75,101.5,103.35,105.5,106.80000000000001,108.85,114.55000000000001,118.7
Steering gear control system,1319020013,0.08627,98.4,99.1,98.94999999999999,104.6,105.9,105.2,107.0,109.0,112.9,124.1,130.1
Cylinder liners,1319020014,0.08823,105.94999999999999,109.05,108.95,106.5,105.2,105.30000000000001,108.4,109.94999999999999,112.85,109.35,108.8
Chain,1319020015,0.0219,104.80000000000001,106.25,107.4,105.75,104.25,107.55,110.25,111.45,118.05,130.9,138.4
Release valve,1319020016,0.00101,119.6,125.35,119.1,108.55,110.8,116.5,120.65,120.0,124.4,133.14999999999998,135.3
Filter element,1319020017,0.0503,104.05,101.5,102.15,106.1,103.9,97.5,97.05,98.0,103.4,108.94999999999999,108.9
Seat for motor vehicles,1319020018,0.15245,107.35,116.15,131.1,131.25,135.95,154.2,149.14999999999998,140.1,149.0,161.3,162.4
Ignition device,1319020019,0.01704,110.65,124.4,127.15,137.75,152.05,156.0,158.4,158.8,161.0,169.0,173.1
(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,1320000000,1.64777,102.15,104.4,105.9,106.35,108.7,110.80000000000001,114.0,121.0,128.3,133.8,137.4
a. Building of ships and floating structures,1320010000,0.11734,118.0,149.3,158.6,158.64999999999998,158.75,158.8,158.8,158.8,158.85000000000002,160.10000000000002,162.5
"Fishing vessels, trawlers",1320010001,0.1134,118.65,151.05,160.7,160.7,160.7,160.7,160.7,160.7,160.7,161.85,164.2
Propellers & Blades of Boats/Ships,1320010002,0.00394,98.65,99.75,100.25,101.5,103.15,103.94999999999999,104.6,104.9,106.3,111.1,115.0
b. Manufacture of railway locomotives and rolling stock,1320020000,0.10979,103.4,103.9,97.75,97.5,102.0,104.3,105.5,105.9,104.7,104.6,105.5
Wagons,1320020001,0.06331,101.55,97.8,87.6,86.8,90.9,91.05,92.45,94.3,93.05,92.95,94.9
EMU coaches,1320020002,0.02715,102.05,107.1,109.4,109.4,109.5,110.65,111.3,111.3,111.3,111.0,110.4
Diesel/Electric locomotive,1320020003,0.01891,111.75,119.75,115.0,116.5,128.7,139.75,141.2,137.39999999999998,134.7,134.7,134.3
Railway brake gear,1320020004,0.00042,102.3,105.4,103.4,100.6,96.4,94.65,93.4,92.6,92.85,91.05,87.6
c. Manufacture of motor cycles,1320030000,1.30205,100.15,99.75,101.1,101.44999999999999,103.85,105.8,109.35,118.15,127.1,133.4,137.6
Motor cycles,1320030001,1.1661,100.05000000000001,99.9,101.25,101.85,104.2,106.1,109.9,119.25,128.7,135.0,139.2
Scooters,1320030002,0.12322,99.94999999999999,97.0,98.25,96.45,98.44999999999999,100.4,102.0,105.15,109.7,115.69999999999999,120.2
Auto rickshaw/Tempo/Matador/Three wheelers,1320030003,0.01273,109.2,114.45,115.44999999999999,118.55,124.55,130.25,134.8,140.55,149.45,157.1,160.5
d. Manufacture of bicycles and invalid carriages,1320040000,0.117,107.4,111.55000000000001,114.5,115.8,119.2,123.8,128.5,128.8,133.25,138.45,139.8
Bicycles of all types,1320040001,0.117,107.4,111.55000000000001,114.5,115.8,119.2,123.8,128.5,128.8,133.25,138.45,139.8
e. Manufacture of other transport equipment,1320050000,0.00159,111.55000000000001,112.35,115.55,116.6,118.0,121.25,124.45,126.85,131.05,142.15,152.5
Tanker,1320050001,0.00159,111.55000000000001,112.35,115.55,116.6,118.0,121.25,124.45,126.85,131.05,142.15,152.5
(U). MANUFACTURE OF FURNITURE,1321000000,0.72672,107.6,114.0,114.8,113.15,116.35,122.9,128.8,131.15,139.7,153.2,157.2
a. Manufacture of furniture,1321010000,0.72672,107.6,114.0,114.8,113.15,116.35,122.9,128.8,131.15,139.7,153.2,157.2
Wooden furniture,1321010001,0.18979,102.1,107.0,108.9,107.95,109.55000000000001,114.85,118.3,117.95,120.0,127.8,134.0
Plastic fixtures,1321010002,0.09781,113.55000000000001,120.5,119.0,113.1,110.6,109.94999999999999,113.1,115.0,120.95,127.35,126.9
Steel shutter gate,1321010003,0.0684,110.8,118.85,122.3,124.5,131.65,147.3,165.25,173.0,196.75,229.05,240.1
Iron/Steel Furniture,1321010004,0.26311,106.2,111.4,107.69999999999999,104.1,107.5,114.65,118.85,119.55,127.65,137.14999999999998,136.0
Hospital furniture,1321010005,0.00087,104.65,111.5,116.65,117.30000000000001,122.45,119.44999999999999,117.5,117.25,117.5,124.55,127.2
Foam and rubber mattress,1321010006,0.10674,113.45,124.0,134.05,137.15,145.85,154.0,163.45,171.5,185.2,213.14999999999998,225.4
(V). OTHER MANUFACTURING,1322000000,1.06417,95.4,99.4,110.6,118.2,115.55000000000001,107.95,108.6,120.25,134.3,141.4,147.7
a. Manufacture of jewellery and related articles,1322010000,0.99638,94.1,98.0,109.4,116.8,113.85,105.2,105.55000000000001,117.85,132.4,139.7,146.5
Gold & gold ornaments,1322010001,0.96561,94.0,98.5,110.65,118.25,115.15,106.25,106.65,118.9,133.15,140.5,147.5
Silver,1322010002,0.03077,96.94999999999999,80.8,68.5,69.69999999999999,74.7,71.0,72.9,83.85,109.45,115.95,113.6
b. Manufacture of musical instruments,1322020000,0.00124,109.8,126.44999999999999,140.10000000000002,156.7,161.05,173.55,174.05,172.6,182.85,189.65,189.3
"Stringed musical instruments (incl. Santoor, Guitars, etc.)",1322020001,0.00124,109.8,126.44999999999999,140.10000000000002,156.7,161.05,173.55,174.05,172.6,182.85,189.65,189.3
c. Manufacture of sports goods,1322030000,0.01238,106.5,109.19999999999999,115.5,120.5,125.45,126.5,128.05,130.5,134.9,144.45,150.5
Sports goods of rubber (incl. balls),1322030001,0.00367,106.0,106.55,113.85,115.19999999999999,119.75,118.25,116.0,116.55,119.94999999999999,128.7,133.1
Cricket ball,1322030002,0.00023,112.75,124.7,142.95,158.5,161.10000000000002,162.75,164.8,170.35,188.10000000000002,205.7,210.9
Cricket Bat,1322030003,0.00206,107.3,111.8,116.7,124.05,131.15,135.3,141.7,143.64999999999998,147.2,159.8,169.9
Football,1322030004,0.00562,106.0,109.05000000000001,114.80000000000001,120.95,126.05000000000001,127.25,128.4,130.9,136.25,146.14999999999998,152.9
Table Tennis Table,1322030005,0.0008,108.2,112.1,117.0,121.05000000000001,122.65,126.14999999999999,135.6,146.2,147.39999999999998,147.5,145.5
d. Manufacture of games and toys,1322040000,0.00476,107.80000000000001,114.55,119.85,124.1,126.30000000000001,129.6,134.35,138.55,145.55,154.3,159.0
Playing Cards,1322040001,0.00207,106.6,113.5,119.69999999999999,125.5,128.15,131.25,133.75,136.1,144.25,155.8,162.5
Carrom board,1322040002,0.00045,110.3,117.45,124.9,132.5,133.75,132.89999999999998,136.14999999999998,142.5,158.1,176.7,180.7
Plastic moulded-others toys,1322040003,0.0021,108.44999999999999,114.75,118.55,120.25,122.15,126.35,132.55,136.95,141.0,144.85,147.5
Non Mechanical Toys,1322040004,0.00014,109.4,116.35,124.85,133.5,138.2,143.75,164.2,185.8,192.2,201.9,207.8
e. Manufacture of medical and dental instruments and supplies,1322050000,0.04941,118.1,123.5,132.3,145.2,145.25,154.85000000000002,160.35,164.0,169.10000000000002,171.85000000000002,170.4
Intraocular Lens,1322050001,0.04941,118.1,123.5,132.3,145.2,145.25,154.85000000000002,160.35,164.0,169.10000000000002,171.85000000000002,170.4
IV FOOD INDEX,2000000000,24.37758,114.3,122.75,126.05,130.25,135.89999999999998,137.2,141.55,150.0,156.85000000000002,168.4,174.2
